identifier,grouping,county,keyhealthindicator,date,cases_rate
Kisii_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Kisii,Measles doses in stock at the beginning of the Month,09/01/2023,7330
Kisii_Measles doses received within the Month_2023/September,2-Immunization,Kisii,Measles doses received within the Month,09/01/2023,12345
Kisii_Measles doses remaining  at the end Month_2023/September,2-Immunization,Kisii,Measles doses remaining  at the end Month,09/01/2023,7415
Kisii_Measles_2023/September,3-Cases Reported,Kisii,Measles,09/01/2023,8
Kisumu_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Kisumu,Measles-Rubella 1 doses Administered,09/01/2023,2705
Kisumu_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Kisumu,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,1570
Kisumu_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Kisumu,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,76
Kisumu_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Kisumu,Measles doses in stock at the beginning of the Month,09/01/2023,10440
Kisumu_Measles doses received within the Month_2023/September,2-Immunization,Kisumu,Measles doses received within the Month,09/01/2023,9470
Kisumu_Measles doses remaining  at the end Month_2023/September,2-Immunization,Kisumu,Measles doses remaining  at the end Month,09/01/2023,6968
Kisumu_Measles_2023/September,3-Cases Reported,Kisumu,Measles,09/01/2023,23
Kitui_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Kitui,Measles-Rubella 1 doses Administered,09/01/2023,2318
Kitui_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Kitui,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,1732
Kitui_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Kitui,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,124
Kitui_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Kitui,Measles doses in stock at the beginning of the Month,09/01/2023,11766
Kitui_Measles doses received within the Month_2023/September,2-Immunization,Kitui,Measles doses received within the Month,09/01/2023,7590
Kitui_Measles doses remaining  at the end Month_2023/September,2-Immunization,Kitui,Measles doses remaining  at the end Month,09/01/2023,10275
Kitui_Measles_2023/September,3-Cases Reported,Kitui,Measles,09/01/2023,25
Kwale_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Kwale,Measles-Rubella 1 doses Administered,09/01/2023,2929
Kwale_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Kwale,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,3067
Kwale_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Kwale,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,375
Kwale_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Kwale,Measles doses in stock at the beginning of the Month,09/01/2023,13470
Kwale_Measles doses received within the Month_2023/September,2-Immunization,Kwale,Measles doses received within the Month,09/01/2023,10750
Kwale_Measles doses remaining  at the end Month_2023/September,2-Immunization,Kwale,Measles doses remaining  at the end Month,09/01/2023,11968
Kwale_Measles_2023/September,3-Cases Reported,Kwale,Measles,09/01/2023,139
Laikipia_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Laikipia,Measles-Rubella 1 doses Administered,09/01/2023,1263
Laikipia_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Laikipia,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,869
Laikipia_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Laikipia,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,52
Laikipia_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Laikipia,Measles doses in stock at the beginning of the Month,09/01/2023,5605
Laikipia_Measles doses received within the Month_2023/September,2-Immunization,Laikipia,Measles doses received within the Month,09/01/2023,5800
Laikipia_Measles doses remaining  at the end Month_2023/September,2-Immunization,Laikipia,Measles doses remaining  at the end Month,09/01/2023,5840
Laikipia_Measles_2023/September,3-Cases Reported,Laikipia,Measles,09/01/2023,7
Lamu_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Lamu,Measles-Rubella 1 doses Administered,09/01/2023,346
Lamu_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Lamu,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,324
Lamu_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Lamu,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,164
Lamu_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Lamu,Measles doses in stock at the beginning of the Month,09/01/2023,1580
Lamu_Measles doses received within the Month_2023/September,2-Immunization,Lamu,Measles doses received within the Month,09/01/2023,1590
Lamu_Measles doses remaining  at the end Month_2023/September,2-Immunization,Lamu,Measles doses remaining  at the end Month,09/01/2023,1176
Lamu_Measles_2023/September,3-Cases Reported,Lamu,Measles,09/01/2023,137
Machakos_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Machakos,Measles-Rubella 1 doses Administered,09/01/2023,2615
Machakos_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Machakos,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,1808
Machakos_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Machakos,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,27
Machakos_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Machakos,Measles doses in stock at the beginning of the Month,09/01/2023,10261
Machakos_Measles doses received within the Month_2023/September,2-Immunization,Machakos,Measles doses received within the Month,09/01/2023,11928
Machakos_Measles doses remaining  at the end Month_2023/September,2-Immunization,Machakos,Measles doses remaining  at the end Month,09/01/2023,10870
Machakos_Measles_2023/September,3-Cases Reported,Machakos,Measles,09/01/2023,44
Siaya_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Siaya,Measles-Rubella 1 doses Administered,09/01/2023,2429
Siaya_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Siaya,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,1201
Siaya_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Siaya,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,99
Siaya_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Siaya,Measles doses in stock at the beginning of the Month,09/01/2023,7280
Siaya_Measles doses received within the Month_2023/September,2-Immunization,Siaya,Measles doses received within the Month,09/01/2023,7490
Siaya_Measles doses remaining  at the end Month_2023/September,2-Immunization,Siaya,Measles doses remaining  at the end Month,09/01/2023,6857
Siaya_Measles_2023/September,3-Cases Reported,Siaya,Measles,09/01/2023,14
Samburu_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Samburu,Measles-Rubella 1 doses Administered,09/01/2023,819
Samburu_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Samburu,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,301
Samburu_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Samburu,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,55
Samburu_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Samburu,Measles doses in stock at the beginning of the Month,09/01/2023,4000
Samburu_Measles doses received within the Month_2023/September,2-Immunization,Samburu,Measles doses received within the Month,09/01/2023,2970
Samburu_Measles doses remaining  at the end Month_2023/September,2-Immunization,Samburu,Measles doses remaining  at the end Month,09/01/2023,4194
Nyeri_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Nyeri,Measles-Rubella 1 doses Administered,09/01/2023,1342
Nyeri_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Nyeri,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,992
Nyeri_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Nyeri,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,25
Nyeri_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Nyeri,Measles doses in stock at the beginning of the Month,09/01/2023,8021
Nyeri_Measles doses received within the Month_2023/September,2-Immunization,Nyeri,Measles doses received within the Month,09/01/2023,6180
Nyeri_Measles doses remaining  at the end Month_2023/September,2-Immunization,Nyeri,Measles doses remaining  at the end Month,09/01/2023,8218
Nyandarua_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Nyandarua,Measles-Rubella 1 doses Administered,09/01/2023,1298
Nyandarua_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Nyandarua,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,1013
Nyandarua_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Nyandarua,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,73
Nyandarua_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Nyandarua,Measles doses in stock at the beginning of the Month,09/01/2023,5780
Nyandarua_Measles doses received within the Month_2023/September,2-Immunization,Nyandarua,Measles doses received within the Month,09/01/2023,8050
Nyandarua_Measles doses remaining  at the end Month_2023/September,2-Immunization,Nyandarua,Measles doses remaining  at the end Month,09/01/2023,5285
Nyandarua_Measles_2023/September,3-Cases Reported,Nyandarua,Measles,09/01/2023,3
Nyamira_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Nyamira,Measles-Rubella 1 doses Administered,09/01/2023,1609
Nyamira_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Nyamira,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,880
Nyamira_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Nyamira,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,1
Nyamira_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Nyamira,Measles doses in stock at the beginning of the Month,09/01/2023,7040
Nyamira_Measles doses received within the Month_2023/September,2-Immunization,Nyamira,Measles doses received within the Month,09/01/2023,4330
Nyamira_Measles doses remaining  at the end Month_2023/September,2-Immunization,Nyamira,Measles doses remaining  at the end Month,09/01/2023,4699
Nyamira_Measles_2023/September,3-Cases Reported,Nyamira,Measles,09/01/2023,3
Narok_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Narok,Measles-Rubella 1 doses Administered,09/01/2023,3366
Narok_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Narok,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,1747
Narok_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Narok,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,57
Narok_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Narok,Measles doses in stock at the beginning of the Month,09/01/2023,12412
Narok_Measles doses received within the Month_2023/September,2-Immunization,Narok,Measles doses received within the Month,09/01/2023,9980
Narok_Measles doses remaining  at the end Month_2023/September,2-Immunization,Narok,Measles doses remaining  at the end Month,09/01/2023,13933
Narok_Measles_2023/September,3-Cases Reported,Narok,Measles,09/01/2023,10
Nandi_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Nandi,Measles-Rubella 1 doses Administered,09/01/2023,1729
Nandi_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Nandi,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,1107
Nandi_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Nandi,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,23
Nandi_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Nandi,Measles doses in stock at the beginning of the Month,09/01/2023,9430
Nandi_Measles doses received within the Month_2023/September,2-Immunization,Nandi,Measles doses received within the Month,09/01/2023,10260
Nandi_Measles doses remaining  at the end Month_2023/September,2-Immunization,Nandi,Measles doses remaining  at the end Month,09/01/2023,10860
Nandi_Measles_2023/September,3-Cases Reported,Nandi,Measles,09/01/2023,8
Nakuru_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Nakuru,Measles-Rubella 1 doses Administered,09/01/2023,5242
Nakuru_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Nakuru,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,3709
Nakuru_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Nakuru,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,254
Nakuru_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Nakuru,Measles doses in stock at the beginning of the Month,09/01/2023,18185
Nakuru_Measles doses received within the Month_2023/September,2-Immunization,Nakuru,Measles doses received within the Month,09/01/2023,24470
Nakuru_Measles doses remaining  at the end Month_2023/September,2-Immunization,Nakuru,Measles doses remaining  at the end Month,09/01/2023,16840
Nakuru_Measles_2023/September,3-Cases Reported,Nakuru,Measles,09/01/2023,82
Nairobi_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Nairobi,Measles-Rubella 1 doses Administered,09/01/2023,11643
Nairobi_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Nairobi,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,7931
Nairobi_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Nairobi,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,209
Nairobi_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Nairobi,Measles doses in stock at the beginning of the Month,09/01/2023,31230
Nairobi_Measles doses received within the Month_2023/September,2-Immunization,Nairobi,Measles doses received within the Month,09/01/2023,42584
Nairobi_Measles doses remaining  at the end Month_2023/September,2-Immunization,Nairobi,Measles doses remaining  at the end Month,09/01/2023,29277
Nairobi_Measles_2023/September,3-Cases Reported,Nairobi,Measles,09/01/2023,125
Muranga_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Muranga,Measles-Rubella 1 doses Administered,09/01/2023,2045
Muranga_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Muranga,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,1560
Muranga_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Muranga,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,13
Muranga_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Muranga,Measles doses in stock at the beginning of the Month,09/01/2023,12730
Muranga_Measles doses received within the Month_2023/September,2-Immunization,Muranga,Measles doses received within the Month,09/01/2023,10750
Muranga_Measles doses remaining  at the end Month_2023/September,2-Immunization,Muranga,Measles doses remaining  at the end Month,09/01/2023,11720
Muranga_Measles_2023/September,3-Cases Reported,Muranga,Measles,09/01/2023,16
Mombasa_Measles-Rubella 1 doses Administered_2023/September,2-Immunization,Mombasa,Measles-Rubella 1 doses Administered,09/01/2023,3216
Mombasa_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2023/September,2-Immunization,Mombasa,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),09/01/2023,2227
Mombasa_Measles-Rubella 2 Dose Administered >2 yrs_2023/September,2-Immunization,Mombasa,Measles-Rubella 2 Dose Administered >2 yrs,09/01/2023,4653
Mombasa_Measles doses in stock at the beginning of the Month_2023/September,2-Immunization,Mombasa,Measles doses in stock at the beginning of the Month,09/01/2023,9560
Mombasa_Measles doses received within the Month_2023/September,2-Immunization,Mombasa,Measles doses received within the Month,09/01/2023,15120
Mombasa_Measles doses remaining  at the end Month_2023/September,2-Immunization,Mombasa,Measles doses remaining  at the end Month,09/01/2023,9790
